UNIQUE,ID,Name,Description,Sc_Beckmann2015,Sc_Kramer2014,Sc_Kramer2014_4sU,Sc_Matia-Gonzalez2015,Sc_Mitchell2012,Sc_Scherrer2010,Sc_Tsvetanova2010_Array,Sc_Tsvetanova2010_MS,Enzyme,Metabolism,Metabolic.Enzyme
HSP60,YLR259C,HSP60,Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
HSP82,YPL240C,HSP82,"Hsp90 chaperone; redundant in function with Hsc82p; required for pheromone signaling, negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding, nucleotide addition; protein abundance increases in response to DNA replication stress; contains two acid-rich unstructured regions that promote solubility of chaperone-substrate complexes; HSP82 has a paralog, HSC82, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,TRUE,FALSE
HTA1,YDR225W,HTA1,Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p; N-terminally propionylated in vivo,YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
HTB1,YDR224C,HTB1,"Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
HTD2,YHR067W,HTD2,"Mitochondrial 3-hydroxyacyl-thioester dehydratase; involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
HTS1,YPR033C,HTS1,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome,YES,no,no,YES,YES,no,no,no,TRUE,FALSE,FALSE
HTZ1,YOL012C,HTZ1,Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting correct assembly and modification status of RNA Pol II elongation complexes and by favoring efficient nucleosome remodeling,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
HXK1,YFR053C,HXK1,"Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
HXK2,YGL253W,HXK2,"Hexokinase isoenzyme 2; catalyzes phosphorylation of glucose in the cytosol; predominant hexokinase during growth on glucose; functions in the nucleus to repress expression of HXK1 and GLK1 and to induce expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at serine-14 by protein kinase Snf1p and protein phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; HXK2 has a paralog, HXK1, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
HXT3,YDR345C,HXT3,"Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
HXT6,YDR343C,HXT6,"High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3; HXT6 has a paralog, HXT1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
HYP2,YEL034W,HYP2,"Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
HYR1,YIR037W,HYR1,"Thiol peroxidase; functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor; HYR1 has a paralog, GPX1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,TRUE,TRUE,TRUE
IDH1,YNL037C,IDH1,Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle,no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
IDH2,YOR136W,IDH2,Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated,no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
IDP1,YDL066W,IDP1,Mitochondrial NADP-specific isocitrate dehydrogenase; catalyzes the oxidation of isocitrate to alpha-ketoglutarate; not required for mitochondrial respiration and may function to divert alpha-ketoglutarate to biosynthetic processes,no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
IDP3,YNL009W,IDP3,"Peroxisomal NADP-dependent isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids; IDP3 has a paralog, IDP2, that arose from the whole genome duplication",no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
IKI3,YLR384C,IKI3,"Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP, mutations in which cause familial dysautonomia (FD)",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
ILS1,YBL076C,ILS1,Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
ILV1,YER086W,ILV1,"Threonine deaminase, catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
ILV2,YMR108W,ILV2,"Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
ILV3,YJR016C,ILV3,Dihydroxyacid dehydratase; catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
ILV5,YLR355C,ILV5,Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
ILV6,YCL009C,ILV6,"Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit, localizes to mitochondria",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
IMD1,YAR073W,IMD1,"Nonfunctional protein with homology to IMP dehydrogenase; blocked reading frame, located close to the telomere; not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in most strains of S. cerevisiae; YAR073W/YAR075W together have a paralog, IMD2, that arose from a segmental duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
IMD2,YHR216W,IMD2,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in GTP biosynthesis, expression is induced by mycophenolic acid resulting in resistance to the drug, expression is repressed by nutrient limitation; IMD2 has a paralog, YAR073W/YAR075W, that arose from a segmental duplication",YES,no,no,no,YES,no,no,no,TRUE,FALSE,FALSE
IMD3,YLR432W,IMD3,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD3 has a paralog, IMD4, that arose from the whole genome duplication",YES,no,no,YES,YES,no,no,no,TRUE,TRUE,TRUE
IMD4,YML056C,IMD4,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD4 has a paralog, IMD3, that arose from the whole genome duplication",YES,no,no,YES,YES,no,no,no,TRUE,FALSE,FALSE
IMH1,YLR309C,IMH1,"Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi, contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi",YES,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
IMP4,YNL075W,IMP4,Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
INP51,YIL002C,INP51,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in phosphatidylinositol 4,5-bisphosphate homeostasis and in endocytosis; null mutation confers cold-tolerant growth",YES,no,no,no,no,no,no,no,TRUE,TRUE,TRUE
INP54,YOL065C,INP54,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins",no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
IPP1,YBR011C,IPP1,"Cytoplasmic inorganic pyrophosphatase (PPase); homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase",no,YES,no,YES,no,no,no,no,TRUE,TRUE,TRUE
IRS4,YKR019C,IRS4,"EH domain-containing protein; involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS; IRS4 has a paralog, TAX4, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
ISC1,YER019W,ISC1,"Inositol phosphosphingolipid phospholipase C; mitochondrial membrane localized; hydrolyzes complex sphingolipids to produce ceramide; activates genes required for non-fermentable carbon source metabolism during the diauxic shift; activated by phosphatidylserine, cardiolipin, and phosphatidylglycerol; mediates Na+ and Li+ halotolerance",no,no,no,YES,no,no,no,no,FALSE,TRUE,FALSE
ISR1,YPR106W,ISR1,"Predicted protein kinase; overexpression causes sensitivity to staurosporine, which is a potent inhibitor of protein kinase C",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
JSN1,YJR091C,JSN1,"Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog, PUF2, that arose from the whole genome duplication",YES,no,no,no,YES,no,no,no,FALSE,FALSE,FALSE
KAP104,YBR017C,KAP104,Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
KAP123,YER110C,KAP123,"Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1",YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
KAP95,YLR347C,KAP95,Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p,no,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
KAR2,YJL034W,KAR2,ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p,no,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
KEL1,YHR158C,KEL1,"Protein required for proper cell fusion and cell morphology; functions in a complex with Kel2p to negatively regulate mitotic exit, interacts with Tem1p and Lte1p; localizes to regions of polarized growth; potential Cdc28p substrate; KEL1 has a paralog, KEL2, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
KES1,YPL145C,KES1,"One of seven members of the yeast oxysterol binding protein family; involved in negative regulation of Sec14p-dependent Golgi complex secretory functions, peripheral membrane protein that localizes to the Golgi complex; KES1 has a paralog, HES1, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
KGD1,YIL125W,KGD1,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase complex; catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
KIN2,YLR096W,KIN2,"Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN2 has a paralog, KIN1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
KIP3,YGL216W,KIP3,"Kinesin-related antiparallel sliding motor protein; involved in mitotic spindle positioning; sliding activity promotes bipolar spindle assembly and maintenance of genome stability; inhibits spindle elongation, destabilizing late anaphase spindle microtubules that polymerize beyond the midzone",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
KRE33,YNL132W,KRE33,"Protein required for biogenesis of the small ribosomal subunit; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10, the human homolog, implicated in several types of cancer and premature aging.",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
KRI1,YNL308C,KRI1,Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
KRS1,YDR037W,KRS1,Lysyl-tRNA synthetase,YES,no,no,YES,YES,no,no,no,TRUE,FALSE,FALSE
KSP1,YHR082C,KSP1,"Serine/threonine protein kinase; associates with TORC1 and likely involved in TOR signaling cascades; negative regulator of autophagy; nuclear translocation required for haploid filamentous growth; regulates filamentous growth induced nuclear translocation of Bcy1p, Fus3p, and Sks1p; overproduction causes allele-specific suppression of prp20-10; protein abundance increases in response to DNA replication stress",YES,no,no,no,YES,no,no,no,TRUE,FALSE,FALSE
KTI12,YKL110C,KTI12,Protein that plays a role in modification of tRNA wobble nucleosides; protein plays role in tRNA wobble nucleoside modification with Elongator complex; involved in sensitivity to G1 arrest induced by zymocin; interacts with chromatin throughout the genome; also interacts with Cdc19p,no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
KTR1,YOR099W,KTR1,"Alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; type II membrane protein; member of the KRE2/MNT1 mannosyltransferase family; relocalizes from vacuole to cytoplasm upon DNA replication stress",no,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
LAP3,YNL239W,LAP3,Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH,YES,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
LAT1,YNL071W,LAT1,Dihydrolipoamide acetyltransferase component (E2) of the PDC; the pyruvate dehydrogenase complex (PDC) catalyzes the oxidative decarboxylation of pyruvate to acetyl-CoA,no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
LCB1,YMR296C,LCB1,"Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine",no,no,no,YES,no,YES,no,no,TRUE,FALSE,FALSE
LCB5,YLR260W,LCB5,"Minor sphingoid long-chain base kinase; possibly involved in synthesis of long-chain base phosphates, which function as signaling molecules; LCB5 has a paralog, LCB4, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,TRUE,TRUE,TRUE
LEE1,YPL054W,LEE1,Zinc-finger protein of unknown function,no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
LEU1,YGL009C,LEU1,Isopropylmalate isomerase; catalyzes the second step in the leucine biosynthesis pathway,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LEU4,YNL104C,LEU4,"Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway; LEU4 has a paralog, LEU9, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LEU9,YOR108W,LEU9,"Alpha-isopropylmalate synthase II (2-isopropylmalate synthase); catalyzes the first step in the leucine biosynthesis pathway; the minor isozyme, responsible for the residual alpha-IPMS activity detected in a leu4 null mutant; LEU9 has a paralog, LEU4, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LGE1,YPL055C,LGE1,"Protein of unknown function; null mutant forms abnormally large cells, and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
LHP1,YDL051W,LHP1,RNA binding protein required for maturation of tRNA and U6 snRNA; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen,YES,no,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
LIA1,YJR070C,LIA1,Deoxyhypusine hydroxylase; HEAT-repeat containing metalloenzyme that catalyzes hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning; protein abundance increases in response to DNA replication stress,no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LPD1,YFL018C,LPD1,"Dihydrolipoamide dehydrogenase; the lipoamide dehydrogenase component (E3) of the pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase multi-enzyme complexes; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes; LPD1 has a paralog, IRC15, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
LPL1,YOR059C,LPL1,Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress,no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
LPX1,YOR084W,LPX1,"Peroxisomal matrix-localized lipase; required for normal peroxisome morphology; contains a peroxisomal targeting signal type 1 (PTS1) and a lipase motif; peroxisomal import requires the PTS1 receptor, Pex5p and self-interaction; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance; oleic acid inducible",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
LRE1,YCL051W,LRE1,"Protein involved in control of cell wall structure and stress response; direct inhibitor of the nuclear Dbf2 related (NDR) kinase Cbk1p-Mob2p; overproduction confers resistance to cell-wall degrading enzymes; exhibits genetic interactions with genes involved in the cell wall integrity pathway; LRE1 has a paralog, HLR1, that arose from the whole genome duplication",no,no,no,no,no,no,no,YES,FALSE,FALSE,FALSE
LRP1,YHR081W,LRP1,"Nuclear exosome-associated nucleic acid binding protein; involved in RNA processing, surveillance, degradation, tethering, and export; forms a stable heterodimer with Rrp6p and regulates its exonucleolytic activity; rapidly degraded by the proteasome in the absence of Rrp6p; homolog of mammalian nuclear matrix protein C1D involved in regulation of DNA repair and recombination",no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
LRS4,YDR439W,LRS4,Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation,no,no,no,no,no,YES,no,no,FALSE,FALSE,FALSE
LSB3,YFR024C-A,LSB3,"Protein containing a C-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; protein abundance increases in response to DNA replication stress; LSB3 has a paralog, YSC84, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
LSC1,YOR142W,LSC1,Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated,no,no,no,YES,no,no,no,no,TRUE,TRUE,TRUE
LSG1,YGL099W,LSG1,Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm,YES,no,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
LSM1,YJL124C,LSM1,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs; also enters the nucleus and positively regulates transcription initiation; unlike most Sm-like proteins, Lsm1p requires both its SM-domain and C-terminal domain for RNA-binding; binds to mRNAs under glucose starvation, most often in the 3' UTR; forms cytoplasmic foci upon DNA replication stress",no,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
LSM12,YHR121W,LSM12,Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS; relative distribution to the nucleus increases upon DNA replication stress,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
LSM2,YBL026W,LSM2,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
LSM3,YLR438C-A,LSM3,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein increases in abundance and relocalizes from nucleus to cytoplasmic foci upon DNA replication stress",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
LSM4,YER112W,LSM4,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress",YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
LSM5,YER146W,LSM5,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
LSM6,YDR378C,LSM6,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",no,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
LSM7,YNL147W,LSM7,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
LSM8,YJR022W,LSM8,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA",YES,no,no,YES,no,no,no,no,FALSE,FALSE,FALSE
LSO2,YGR169C-A,LSO2,"Putative protein of unknown function; LSO2 has a paralog, LSO1, that arose from the whole genome duplication",YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
LSP1,YPL004C,LSP1,Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family,YES,no,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
LYS12,YIL094C,LYS12,"Homo-isocitrate dehydrogenase; an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine, in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LYS20,YDL182W,LYS20,"Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; LYS20 has a paralog, LYS21, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
LYS21,YDL131W,LYS21,"Homocitrate synthase isozyme; catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine biosynthesis pathway; LYS21 has a paralog, LYS20, that arose from the whole genome duplication",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
MAE1,YKL029C,MAE1,"Mitochondrial malic enzyme; catalyzes the oxidative decarboxylation of malate to pyruvate, which is a key intermediate in sugar metabolism and a precursor for synthesis of several amino acids",no,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
MAG1,YER142C,MAG1,3-methyl-adenine DNA glycosylase; involved in protecting DNA against alkylating agents; initiates base excision repair by removing damaged bases to create abasic sites that are subsequently repaired; protein abundance increases in response to DNA replication stress,YES,no,no,no,no,no,no,no,TRUE,FALSE,FALSE
MAG2,YLR427W,MAG2,Cytoplasmic protein of unknown function; induced in response to mycotoxin patulin; ubiquitinated protein similar to the human ring finger motif protein RNF10; predicted to be involved in repair of alkylated DNA due to interaction with MAG1,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
MAK11,YKL021C,MAK11,Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats,YES,no,no,no,no,no,no,no,FALSE,FALSE,FALSE
MAK21,YDR060W,MAK21,Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein,YES,no,no,no,YES,no,no,no,FALSE,FALSE,FALSE
MAP1,YLR244C,MAP1,Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map2p,no,no,no,no,no,YES,no,no,TRUE,FALSE,FALSE
MAP2,YBL091C,MAP2,Methionine aminopeptidase; catalyzes the cotranslational removal of N-terminal methionine from nascent polypeptides; function is partially redundant with that of Map1p,YES,no,no,YES,no,no,no,no,TRUE,FALSE,FALSE
MBF1,YOR298C-A,MBF1,Transcriptional coactivator; bridges the DNA-binding region of Gcn4p and TATA-binding protein Spt15p; suppressor of frameshift mutations; protein abundance increases in response to DNA replication stress,YES,no,YES,YES,no,no,no,no,FALSE,FALSE,FALSE
