"name","act_state","act_sd","inact_state","inact_sd","num_scrams","mean_scram_score","scram_sd","z_raw","z_adj","diff","hmm_state_diff","scram_diff"
"Hap4p_91_140",0.27,0.358,0.371,0.143,4,0.506307315059752,0.253927442283881,0.137206733350786,0.246601291022359,0.236307315059752,0.101,0.236307315059752
"Hcm1p_506_555",-0.249,0.117,0.233,0.175,5,0.289979274355874,0.216907446445854,0.000699045612403114,0.00354859032250436,0.538979274355874,0.482,0.538979274355874
"Hfi1p_31_80",-0.241,0.209,0.65,0.254,5,0.739790771335394,0.099054740690977,6.88267897841718e-10,1.11658143460334e-08,0.980790771335394,0.891,0.980790771335394
"Hlj1p_140_189",-0.782,0.171,-0.4,0.113,5,-0.370265333826666,0.351882290010828,0.00960768890676686,0.0290414232863635,0.411734666173334,0.382,0.411734666173334
"Hlj1p_78_127",-0.266,0.148,0.116,0.136,5,-0.35039796574958,0.261819241017619,0.595538152189349,0.709736328326016,-0.0843979657495798,0.382,-0.0843979657495798
"Hms1p_41_90",-0.858,0.177,-0.323,0.266,4,-0.359821403338764,0.201824429839403,0.00172832613195885,0.00727428403640909,0.498178596661236,0.535,0.498178596661236
"Hms1p_81_130",-0.432,0.347,-0.321,0.11,4,-0.659281431127699,0.454886144585209,0.152859222574492,0.262665072382526,-0.227281431127699,0.111,-0.227281431127699
"Hot1p_141_190",0.023,0.262,0.509,0.128,5,0.385864759036928,0.213855634333655,0.0224735889499109,0.0583786587956671,0.362864759036928,0.486,0.362864759036928
"Hpc2p_470_519",0.342,0.096,0.47,0.275,5,0.443627490272338,0.425429972538841,0.522696595284522,0.652144907812771,0.101627490272338,0.128,0.101627490272338
"Hrd1p_455_504",-0.24,0.16,0.269,0.104,3,0.0302730618044453,0.348757821831799,0.0891489839631528,0.174879275325949,0.270273061804445,0.509,0.270273061804445
"Hrk1p_81_130",-0.121,0.132,0.213,0.153,5,0.0326325777085097,0.135363097065784,0.333901907734164,0.464528804692927,0.15363257770851,0.334,0.15363257770851
"Hrp1p_341_390",-1.176,0.113,-0.591,0.316,4,-0.905072564738035,0.182684815568624,0.0883774000907929,0.173878612604667,0.270927435261965,0.585,0.270927435261965
"Hrp1p_381_430",-0.307,0.085,-0.021,0.164,5,-0.232232811576779,0.499569764400243,0.638173414034903,0.75245624172555,0.0747671884232214,0.286,0.0747671884232214
"Hrr25p_444_493",-0.066,0.23,0.058,0.053,4,0.302153965296752,0.125650745722043,0.0205837391796832,0.0549537831762069,0.368153965296752,0.124,0.368153965296752
"Hsc82p_643_692",-0.025,0.213,0.562,0.164,5,0.664185393398277,0.258159317022029,1.45967952869416e-05,0.00011695022729899,0.689185393398277,0.587,0.689185393398277
"Hse1p_403_452",-0.152,0.064,-0.12,0.201,5,-0.345502102859322,0.0764946900254544,0.223586362115531,0.341804438636386,-0.193502102859322,0.032,-0.193502102859322
"Hsf1p_101_150",-0.132,0.097,0.146,0.11,5,0.0639100224069429,0.216098700563694,0.217877472383867,0.337317779740284,0.195910022406943,0.278,0.195910022406943
"Hsf1p_131_180",-0.15,0.139,0.181,0.115,4,0.219703960844128,0.779114469275,0.0200568550912883,0.0541140474171558,0.369703960844127,0.331,0.369703960844127
"Hsf1p_487_536",0.234,0.161,0.593,0.064,3,0.336060285109507,0.341620879789202,0.520927522191042,0.652144907812771,0.102060285109507,0.359,0.102060285109507
"Hsp42p_41_90",-1.154,0.124,-0.796,0.178,5,-0.98698747907748,0.281083832528105,0.293516513191112,0.419760174778687,0.16701252092252,0.358,0.16701252092252
"Hsp42p_61_110",0.064,0.157,0.46,0.179,5,0.378063111959668,0.130428614340419,0.048231275740559,0.107270228653752,0.314063111959668,0.396,0.314063111959668
"Htl1p_27_76",-0.3,0.173,0.181,0.231,3,0.311414796430275,0.310870906556986,0.000120286168947279,0.000784218650489616,0.611414796430275,0.481,0.611414796430275
"Hua1p_61_110",-0.2,0.189,0.329,0.246,4,0.0671946661806145,0.490029575028563,0.0928518733363978,0.18107476765016,0.267194666180614,0.529,0.267194666180614
"Ies2p_271_320",0.115,0.132,0.569,0.141,5,0.293647093943044,0.0485402843001152,0.261176321286369,0.385341055746803,0.178647093943044,0.454,0.178647093943044
"Ifh1p_711_760",-0.015,0.148,0.438,0.03,4,0.617013352935472,0.218424701224642,7.03501492913955e-05,0.000487321346653938,0.632013352935472,0.453,0.632013352935472
"Ime1p_188_237",-0.744,0.118,-0.297,0.274,3,-0.804845340782038,0.359008596174502,0.701948421858413,0.785851347703442,-0.0608453407820376,0.447,-0.0608453407820376
"Ime4p_551_600",-0.307,0.194,0.211,0.079,3,-0.442225887237258,0.268119262666386,0.395039371875706,0.529639480438195,-0.135225887237258,0.518,-0.135225887237258
"Ino2p_124_173",0.148,0.142,0.478,0.16,5,0.263572121557282,0.19864838980237,0.467287164205874,0.602220860846718,0.115572121557282,0.33,0.115572121557282
"Ioc3p_666_715",-0.383,0.282,0.435,0.119,4,0.0914749021000202,0.386636786910868,0.0028427646115712,0.0106804433146602,0.47447490210002,0.818,0.47447490210002
"Ira1p_476_525",-1.058,0.154,-0.333,0.282,5,0.0633469581782689,0.321958068075201,1.75351260583905e-12,4.16459243886775e-11,1.12134695817827,0.725,1.12134695817827
"Ixr1p_121_170",-0.798,0.129,-0.188,0.282,5,-0.478762124285124,0.287182027485031,0.0446568836840655,0.101009617856815,0.319237875714876,0.61,0.319237875714876
"Ixr1p_231_280",-0.177,0.166,0.201,0.172,4,0.191001429348258,0.173522487350361,0.0206362366884237,0.0549537831762069,0.368001429348258,0.378,0.368001429348258
"Jsn1p_151_200",0.04,0.173,0.73,0.084,4,0.546559734247882,0.240156204801716,0.00144230717755504,0.00635188260313975,0.506559734247882,0.69,0.506559734247882
"Jsn1p_21_70",-1.349,0.187,-0.274,0.523,5,0.0403553240300727,0.164665887684538,2.36306940692504e-18,9.82150722253219e-17,1.38935532403007,1.075,1.38935532403007
"Jsn1p_461_510",-0.137,0.109,0.163,0.115,3,0.172174759868399,0.211905806234159,0.0518256280294929,0.113381564497909,0.309174759868399,0.3,0.309174759868399
"Jsn1p_983_1032",-1.133,0.132,-0.529,0.249,5,-0.931899078969161,0.234996750083507,0.205928581719164,0.32527911364191,0.201100921030839,0.604,0.201100921030839
"Kic1p_396_445",-0.368,0.066,-0.104,0.21,5,-0.304260909028228,0.39683471747397,0.688499565053918,0.779125843369966,0.0637390909717722,0.264,0.0637390909717722
"Kip2p_507_556",0.002,0.165,0.668,0.16,5,0.805431503715735,0.167702267235207,4.34362498822708e-07,4.73526330683772e-06,0.803431503715735,0.666,0.803431503715735
"Kns1p_31_80",-0.28,0.183,0.083,0.13,5,0.516614705571053,0.442500050135029,5.43249786725826e-07,5.82679206730119e-06,0.796614705571053,0.363,0.796614705571053
"Kog1p_1104_1153",-0.33,0.202,0.071,0.106,4,-0.125703334877824,0.387968016978558,0.198813186114793,0.315538827604623,0.204296665122176,0.401,0.204296665122176
"Kog1p_1134_1183",-0.205,0.148,0.188,0.117,5,0.16165524104833,0.110541018869147,0.021104631122542,0.0555787624378611,0.36665524104833,0.393,0.36665524104833
"Krs1p_71_120",0.059,0.164,0.304,0.112,4,0.108173967635359,0.161598530350022,0.757105808340316,0.827131129218804,0.0491739676353593,0.245,0.0491739676353593
"Ksp1p_490_539",-0.227,0.223,-0.004,0.141,4,-0.112259639473519,0.278403160314088,0.470498215367465,0.605067115915097,0.114740360526481,0.223,0.114740360526481
"Ksp1p_510_559",-0.808,0.349,-0.068,0.274,5,-0.547993847572019,0.222374645632189,0.101980001831224,0.193762003479327,0.260006152427981,0.74,0.260006152427981
"Ksp1p_530_579",0.107,0.151,0.13,0.288,3,-0.138905888134945,0.188291775864881,0.121948940335869,0.225847803597966,-0.245905888134945,0.023,-0.245905888134945
"Las17p_266_315",-0.121,0.139,0.222,0.157,4,0.00116161456606725,0.227880483431732,0.442282110715853,0.57974558674487,0.122161614566067,0.343,0.122161614566067
"Ldb19p_769_818",0.153,0.234,0.216,0.121,5,0.651454732777972,0.285220907347256,0.00171812615516073,0.00727428403640909,0.498454732777972,0.063,0.498454732777972
"Lee1p_228_277",-0.803,0.168,-0.42,0.476,4,-0.373537978012158,0.0920940651112161,0.00691031420992679,0.0220930718730833,0.429462021987842,0.383,0.429462021987842
"Lee1p_252_301",-0.232,0.286,0.303,0.123,4,-0.0176704389291876,0.15510570438823,0.177644588902018,0.2945976349622,0.214329561070812,0.535,0.214329561070812
"Lge1p_191_240",-0.178,0.114,0.12,0.175,4,-0.00743328247042853,0.250173822985074,0.283364007191526,0.408757190417277,0.170566717529571,0.298,0.170566717529571
"Lge1p_31_80",-0.724,0.123,-0.27,0.195,5,-0.530078182050929,0.354969719250172,0.222583643403733,0.341346215995123,0.193921817949071,0.454,0.193921817949071
"Lge1p_61_110",-0.686,0.183,-0.316,0.134,5,-0.672942643228086,0.2374699651212,0.93454708413368,0.956417102358518,0.0130573567719137,0.37,0.0130573567719137
"Lsb1p_141_190",-0.965,0.166,-0.504,0.16,4,-0.659406810367212,0.312271390824839,0.0545991185410991,0.118268448957104,0.305593189632788,0.461,0.305593189632788
"Lsm4p_117_166",0.327,0.134,0.634,0.095,2,0.153802061653503,0.15527210667927,0.276002982366338,0.401370714663919,-0.173197938346497,0.307,-0.173197938346497
"Lst4p_495_544",-0.369,0.189,0.123,0.129,3,-0.0157443126117317,0.370031942495668,0.0262948065015463,0.0657439248164987,0.353255687388268,0.492,0.353255687388268
"Lte1p_492_541",-0.52,0.154,0.125,0.151,5,0.459155916275556,0.105750242551589,7.34467743394904e-10,1.13586290548282e-08,0.979155916275556,0.645,0.979155916275556
"Maf1p_81_130",-0.06,0.219,0.32,0.139,4,-0.0869398905720678,0.140099167689978,0.865450096649797,0.915785748808114,-0.0269398905720678,0.38,-0.0269398905720678
"Mca1p_1_50",-0.772,0.179,-0.626,0.266,5,-0.869867910744745,0.572171971625352,0.538192854423834,0.66058379174129,-0.0978679107447445,0.146,-0.0978679107447445
"Mca1p_31_80",-0.714,0.152,-0.217,0.264,4,-0.801945278468123,0.423137165204386,0.580168335070168,0.693906371981406,-0.0879452784681233,0.497,-0.0879452784681233
"Mca1p_91_140",0.067,0.121,0.307,0.097,5,0.10617754110612,0.266259676290048,0.805364654702238,0.868018631081019,0.0391775411061195,0.24,0.0391775411061195
"Met4p_207_256",-0.094,0.081,0.254,0.108,5,-0.101616271410461,0.398047181126504,0.961793431198372,0.976477300376973,-0.00761627141046076,0.348,-0.00761627141046076
"Met4p_361_410",-0.035,0.397,0.005,0.041,3,0.388764767919118,0.180839425668264,0.00769191337163987,0.0242151097029779,0.423764767919118,0.04,0.423764767919118
"Mga1p_271_320",-0.374,0.133,-0.034,0.134,5,-0.391641277915546,0.366358500151566,0.911651058886478,0.941378810806689,-0.0176412779155463,0.34,-0.0176412779155463
"Mga2p_407_456",0.099,0.161,0.338,0.13,5,0.115671864114101,0.270526327706199,0.916487676525701,0.94490589905363,0.0166718641141011,0.239,0.0166718641141011
"Mhp1p_231_280",-0.556,0.23,0.043,0.244,4,-0.30277286486674,0.209502083570319,0.111229239016143,0.210134783936748,0.25322713513326,0.599,0.25322713513326
"Mhp1p_421_470",-0.099,0.085,-0.037,0.254,5,0.225285135634291,0.494365621360699,0.0413884622478466,0.0962354104713915,0.324285135634291,0.062,0.324285135634291
"Mit1p_283_332",-0.139,0.181,-0.022,0.516,4,-0.402819302542084,0.469017413453993,0.0970528239930365,0.18653216172072,-0.263819302542084,0.117,-0.263819302542084
"Mit1p_363_412",-0.333,0.161,0.041,0.164,4,-0.279613573863561,0.183485812603303,0.737038138209644,0.812819837329044,0.053386426136439,0.374,0.053386426136439
"Mit1p_383_432",-0.788,0.32,-0.559,0.134,4,-1.10866843328862,0.439732012528351,0.0437091112541925,0.0998850824193747,-0.320668433288621,0.229,-0.320668433288621
"Mit1p_403_452",-0.668,0.13,-0.066,0.316,5,-0.186836094228049,0.144168090275932,0.00247551142138314,0.00957101799546388,0.481163905771951,0.602,0.481163905771951
"Mit1p_503_552",0.028,0.144,0.334,0.154,5,0.59232641203208,0.115485355928125,0.00038614524012672,0.00212220317920883,0.56432641203208,0.306,0.56432641203208
"Mit1p_543_592",-0.251,0.045,-0.035,0.126,5,-0.522867746667037,0.521563237303784,0.0872780968056268,0.172737899927803,-0.271867746667037,0.216,-0.271867746667037
"Mot3p_161_210",-0.725,0.104,-0.382,0.196,2,-0.898216040309208,0.238406293869565,0.275952796773437,0.401370714663919,-0.173216040309208,0.343,-0.173216040309208
"Mot3p_191_240",-0.226,0.127,0.413,0.149,4,-0.00983125484802175,0.29391645044784,0.173953187437091,0.289921979061819,0.216168745151978,0.639,0.216168745151978
"Mot3p_261_310",-0.263,0.124,0.026,0.143,4,-0.0158666411579006,0.0642240589252605,0.120097378592273,0.223710803260117,0.247133358842099,0.289,0.247133358842099
"Mot3p_51_100",-0.341,0.194,0.442,0.232,5,-0.106255189004163,0.170158953798154,0.139824139308297,0.249284323431682,0.234744810995837,0.783,0.234744810995837
"Mot3p_81_130",-0.48,0.228,0.252,0.166,5,0.0554597897533204,0.295308424019653,0.000757658407700677,0.00376002120239515,0.53545978975332,0.732,0.53545978975332
"Mpe1p_176_225",0.177,0.143,0.482,0.277,3,0.136401867217119,0.400413899153214,0.798456493875635,0.864777798741526,-0.040598132782881,0.305,-0.040598132782881
"Mpe1p_376_425",-0.146,0.142,0.224,0.103,5,0.232609677534768,0.269739658734596,0.0172518527383893,0.0478507298869571,0.378609677534768,0.37,0.378609677534768
"Mpt5p_660_709",-0.099,0.224,0.016,0.107,4,-0.135346567427426,0.163130165631817,0.819176219454459,0.877193574500316,-0.0363465674274258,0.115,-0.0363465674274258
"Mpt5p_680_729",-0.196,0.154,0.16,0.069,4,-0.314610049077378,0.398269181426845,0.45566296045315,0.590674207994824,-0.118610049077378,0.356,-0.118610049077378
"Mpt5p_720_769",-0.207,0.09,0.095,0.134,3,0.162577184378743,0.0774120548998931,0.0200995033263722,0.0541140474171558,0.369577184378743,0.302,0.369577184378743
"Mpt5p_750_799",-0.021,0.227,0.079,0.028,4,-0.28510091586895,0.206986013109929,0.0966966180363536,0.18653216172072,-0.26410091586895,0.1,-0.26410091586895
"Mpt5p_780_829",-0.528,0.115,-0.096,0.169,5,-0.618335332685207,0.320832647977744,0.569918665582429,0.685345230763681,-0.090335332685207,0.432,-0.090335332685207
"Mrn1p_1_50",-0.139,0.204,0.264,0.123,5,0.198087344719318,0.117579575537439,0.0339944285740911,0.0810261469597512,0.337087344719318,0.403,0.337087344719318
"Mrn1p_41_90",-1.037,0.18,-0.25,0.197,5,-0.943367586493292,0.193342899227252,0.555922628008148,0.672160995682579,0.0936324135067076,0.787,0.0936324135067076
"Mrn1p_61_110",-0.56,0.177,-0.235,0.116,5,-0.840729879599764,0.178520146397468,0.0774507262576828,0.157026624882192,-0.280729879599764,0.325,-0.280729879599764
"Mrp13p_289_338",0.011,0.163,0.477,0.14,5,0.583550400964906,0.116859336692863,0.000316871875382181,0.00180102390708675,0.572550400964906,0.466,0.572550400964906
"Msa2p_194_243",0.043,0.176,0.524,0.195,5,-0.065595720488169,0.401579372829234,0.494593285428893,0.627680409943156,-0.108595720488169,0.481,-0.108595720488169
"Msa2p_234_283",0.087,0.191,0.2,0.057,3,-0.694970687057621,0.49631556605651,8.73137321137873e-07,8.93286643933362e-06,-0.781970687057621,0.113,-0.781970687057621
"Msb1p_870_919",-0.108,0.216,-0.097,0.027,5,0.028000230156958,0.333391488692731,0.392338428638524,0.528562215105889,0.136000230156958,0.011,0.136000230156958
"Msb1p_960_1009",-0.051,0.192,0.071,0.074,4,-0.154301644606258,0.171843079996557,0.515870555844851,0.647271546484578,-0.103301644606258,0.122,-0.103301644606258
"Msc3p_151_200",0.707,0.146,0.804,0.46,4,0.767547027219436,0.16047405852617,0.703340259342944,0.78608617220682,0.0605470272194363,0.0970000000000001,0.0605470272194363
"Msn2p_208_257",-0.131,0.179,0.199,0.167,5,0.11469882334536,0.238698141748592,0.122263472624463,0.225847803597966,0.24569882334536,0.33,0.24569882334536
"Msn2p_528_577",0.065,0.113,0.315,0.137,2,0.0382135851165845,0.548669615928277,0.866209377444066,0.915785748808114,-0.0267864148834155,0.25,-0.0267864148834155
"Msn4p_241_290",-0.208,0.2,0.484,0.132,4,0.28148821359192,0.221102071284046,0.00207923230194053,0.00837993624721488,0.48948821359192,0.692,0.48948821359192
"Mss11p_163_212",-0.614,0.194,0.346,0.122,4,0.0418165937649089,0.17003813375576,3.71039591448446e-05,0.000268197095992627,0.655816593764909,0.96,0.655816593764909
"Mss11p_333_382",-0.453,0.193,0.04,0.317,3,0.00745722464544204,0.361103455088021,0.00377853074081261,0.0135822861764345,0.460457224645442,0.493,0.460457224645442
"Mss11p_363_412",-0.458,0.175,-0.132,0.229,5,-0.729203255178326,0.456773572290525,0.0880537926214963,0.17375600027684,-0.271203255178326,0.326,-0.271203255178326
"Mss11p_533_582",-0.239,0.178,0.072,0.148,4,0.21618096326928,0.542852371007574,0.00419786984456488,0.0150085131539551,0.45518096326928,0.311,0.45518096326928
"Mss11p_563_612",-0.373,0.158,-0.007,0.243,5,0.107010181997105,0.22343059753798,0.00253558328894125,0.00974660628408053,0.480010181997105,0.366,0.480010181997105
"Mtc4p_193_242",-0.082,0.117,0.298,0.164,5,0.0175134725502883,0.287585862324982,0.531381891477831,0.659270443717832,0.0995134725502883,0.38,0.0995134725502883
"Mtr2p_96_145",-0.16,0.176,0.701,0.073,5,0.161731112282403,0.181524112133494,0.0430161115891339,0.0986403938164623,0.321731112282403,0.861,0.321731112282403
"Mud2p_151_200",-0.335,0.171,0.031,0.162,5,-0.205840013006386,0.161033355161904,0.416583914831569,0.554056606725986,0.129159986993615,0.366,0.129159986993615
"Mud2p_71_120",-0.019,0.108,0.251,0.099,5,0.0519492627808499,0.161282939949753,0.655423131135613,0.761986682176893,0.0709492627808499,0.27,0.0709492627808499
"Mum2p_1_50",-0.149,0.133,0.138,0.175,4,-0.458166914068307,0.428526691256012,0.0518315723419015,0.113381564497909,-0.309166914068307,0.287,-0.309166914068307
"Mum2p_81_130",-0.471,0.168,-0.039,0.198,4,-0.328166960233501,0.545064016825855,0.368993756538597,0.500777241016668,0.142833039766499,0.432,0.142833039766499
"Nab2p_235_284",-0.133,0.255,0.404,0.143,2,0.614149407459459,0.286622757877835,2.61111165206244e-06,2.41165173419656e-05,0.747149407459459,0.537,0.747149407459459
"Nab3p_201_250",-0.221,0.27,0.37,0.177,4,0.12615697954271,0.351859301435224,0.0290011024599156,0.0709034306464848,0.34715697954271,0.591,0.34715697954271
"Nab3p_567_616",-0.853,0.093,-0.27,0.189,5,-0.609637175940225,0.382725161584142,0.125855938697085,0.230562532323861,0.243362824059775,0.583,0.243362824059775
"Nab3p_587_636",-0.459,0.158,-0.077,0.171,5,-0.862108758304644,0.327041553820782,0.0112323891087485,0.0333461551665971,-0.403108758304644,0.382,-0.403108758304644
"Nab3p_607_656",-0.584,0.155,-0.148,0.156,5,-0.609177752571004,0.336830239335521,0.874175112944606,0.919820332449625,-0.025177752571004,0.436,-0.025177752571004
"Nab3p_657_706",-0.337,0.137,0.244,0.116,4,0.364572530546945,0.249942545840063,1.02138269352952e-05,8.38542581724855e-05,0.701572530546945,0.581,0.701572530546945
"Nab6p_16_65",-0.419,0.137,-0.154,0.048,5,-0.565012058435612,0.355797658368944,0.358433303273819,0.490699154564935,-0.146012058435612,0.265,-0.146012058435612
"Naf1p_335_384",-0.446,0.157,-0.091,0.141,5,-0.748102545160124,0.240896436224062,0.057420249710356,0.123574323810313,-0.302102545160124,0.355,-0.302102545160124
"Naf1p_355_404",-1.065,0.22,-0.615,0.128,4,-1.57652851521967,0.259002370250327,0.00129403464810719,0.00581441243913029,-0.511528515219668,0.45,-0.511528515219668
"Naf1p_375_424",-0.991,0.105,-0.638,0.187,5,-0.807661016366127,0.176277122559454,0.248859009276571,0.370226490310783,0.183338983633873,0.353,0.183338983633873
"Naf1p_395_444",-0.441,0.13,-0.114,0.114,4,-0.100613044931911,0.103215510622644,0.0322828345523164,0.077961261950138,0.340386955068089,0.327,0.340386955068089
"Naf1p_435_484",-0.812,0.169,-0.187,0.256,5,-0.175476615321081,0.325035463484268,6.24215315807728e-05,0.000436950721065409,0.636523384678919,0.625,0.636523384678919
"Ndd1p_31_80",-0.261,0.256,0.077,0.19,5,-0.21081457351812,0.153167821154216,0.752271789977632,0.824152784736615,0.0501854264818795,0.338,0.0501854264818795
"New1p_31_80",-0.071,0.291,0.182,0.193,4,-0.0376998294925246,0.167101678756704,0.834101583865554,0.887484085232949,0.0333001705074754,0.253,0.0333001705074754
"Ngr1p_470_519",-0.708,0.203,-0.116,0.131,5,-0.721459523403825,0.165802610449271,0.932535873316291,0.956417102358518,-0.0134595234038253,0.592,-0.0134595234038253
"Ngr1p_490_539",-0.346,0.153,0.008,0.148,5,-0.557109349674771,0.0906158541623493,0.184247785198535,0.299573873891699,-0.211109349674771,0.354,-0.211109349674771
"Ngr1p_510_559",-0.565,0.147,-0.266,0.181,3,-0.784806606358894,0.488563197363575,0.166820930231355,0.28156324518744,-0.219806606358894,0.299,-0.219806606358894
"Ngr1p_600_649",-0.311,0.023,0.109,0.139,3,0.113323062363755,0.263124709586251,0.00761196402980891,0.0242151097029779,0.424323062363755,0.42,0.424323062363755
"Ngr1p_623_672",-0.134,0.18,0.351,0.121,5,0.258101337378598,0.166206937173829,0.0136573110083068,0.0400093031741145,0.392101337378598,0.485,0.392101337378598
"Nhx1p_584_633",0.039,0.156,0.372,0.11,5,0.130460790655239,0.2783043629038,0.565122268463089,0.680808529941947,0.0914607906552392,0.333,0.0914607906552392
"Nop7p_428_477",0.2,0.167,0.58,0.063,4,0.328341052654768,0.29885832748352,0.419544757574427,0.555329101477751,0.128341052654768,0.38,0.128341052654768
"Not5p_158_207",-0.031,0.167,0.481,0.111,4,0.392571919811786,0.0290445900354283,0.00771970414591174,0.0242151097029779,0.423571919811786,0.512,0.423571919811786
"Npl3p_305_354",-0.569,0.154,-0.208,0.129,5,-0.568031342175978,0.217080940531168,0.995138957699116,0.996022361793176,0.000968657824021557,0.361,0.000968657824021557
"Npl3p_325_374",-0.421,0.128,-0.214,0.112,5,-0.366301258544311,0.133394909175878,0.730822144193839,0.809471234435447,0.0546987414556894,0.207,0.0546987414556894
"Npl3p_345_394",-0.226,0.149,-0.05,0.119,5,-0.205997746604497,0.115894840611976,0.899885674403813,0.935037458560212,0.0200022533955026,0.176,0.0200022533955026
"Npr1p_363_412",-0.345,0.115,-0.01,0.232,5,0.341096476578142,0.200242243707476,1.59416194443636e-05,0.000126204487267878,0.686096476578142,0.335,0.686096476578142
"Nst1p_1010_1059",-0.906,0.164,-0.265,0.3,3,-0.305606551781101,0.311933450321556,0.00015922474899094,0.000962585982536134,0.6003934482189,0.641,0.6003934482189
"Nst1p_560_609",-0.096,0.273,0.991,0.199,5,1.05360913680359,0.188785575399708,4.81011880577345e-13,1.18471444660716e-11,1.14960913680359,1.087,1.14960913680359
"Nst1p_980_1029",-0.361,0.216,0.191,0.167,5,0.370200875609255,0.260442048032729,4.24633230292429e-06,3.81596078573602e-05,0.731200875609255,0.552,0.731200875609255
"Nup100p_121_170",-0.017,0.134,0.308,0.12,5,0.101156631182815,0.164339200841955,0.457387501422981,0.591756203202884,0.118156631182815,0.325,0.118156631182815
"Nup100p_141_190",-0.091,0.127,0.221,0.113,5,0.14237209122127,0.116891209593077,0.142155187863036,0.252088533143784,0.23337209122127,0.312,0.23337209122127
"Nup100p_201_250",0.25,0.134,0.496,0.079,5,0.0531262287629451,0.202162693854459,0.21562215248838,0.336593266208387,-0.196873771237055,0.246,-0.196873771237055
"Nup100p_221_270",0.085,0.122,0.336,0.092,5,0.219683840433339,0.0708137698830123,0.396936727546224,0.531112522773116,0.134683840433339,0.251,0.134683840433339
"Nup100p_271_320",-0.03,0.15,0.357,0.053,5,-0.10367222941892,0.19563632503812,0.643101063744331,0.75425433402113,-0.07367222941892,0.387,-0.07367222941892
"Nup100p_31_80",0.217,0.188,0.248,0.077,5,0.181517495869825,0.175637937583881,0.823403166329127,0.878913492149069,-0.0354825041301754,0.031,-0.0354825041301754
"Nup100p_311_360",-0.147,0.102,0.136,0.147,5,0.0406922538289174,0.2826444095703,0.237799257287344,0.359401150218372,0.187692253828917,0.283,0.187692253828917
"Nup100p_91_140",-0.103,0.111,0.233,0.102,5,0.139114719620602,0.0907493927804317,0.127808784797249,0.23222087948134,0.242114719620602,0.336,0.242114719620602
"Nup116p_140_189",-0.305,0.202,0.032,0.183,5,-0.36918023840267,0.180621453260898,0.686457805146276,0.779104066473683,-0.0641802384026699,0.337,-0.0641802384026699
"Nup116p_260_309",-0.039,0.115,0.297,0.095,5,0.132490273001083,0.201710323005963,0.280765294245469,0.405888957985297,0.171490273001083,0.336,0.171490273001083
"Nup116p_360_409",-0.217,0.09,0.129,0.103,5,-0.00779983495232798,0.10633174343941,0.1882475105682,0.303110398372525,0.209200165047672,0.346,0.209200165047672
"Nup116p_51_100",-0.126,0.148,0.238,0.12,5,0.185048093780522,0.128453682883969,0.0504225462586286,0.111029779013205,0.311048093780522,0.364,0.311048093780522
"Nup159p_703_752",-0.361,0.118,-0.027,0.148,4,-0.0557198288555555,0.468751939855234,0.0548472884758511,0.118420281936497,0.305280171144445,0.334,0.305280171144445
"Nup170p_1_50",-0.294,0.176,0.647,0.146,5,0.308809569400976,0.260276888326984,0.000149789051231188,0.000924410552412158,0.602809569400976,0.941,0.602809569400976
"Nup42p_201_250",0.011,0.15,0.325,0.071,5,0.168873010143383,0.173752858987823,0.320731932140912,0.447850773250215,0.157873010143383,0.314,0.157873010143383
"Nup49p_1_50",-0.056,0.114,0.294,0.102,5,0.0930311819078264,0.374271595915085,0.348581884475812,0.481927137580904,0.149031181907826,0.35,0.149031181907826
"Nup49p_101_150",-0.278,0.147,0.179,0.131,4,0.0415822535713934,0.185113774193459,0.0444271564469505,0.100832965997345,0.319582253571393,0.457,0.319582253571393
"Nup57p_1_50",-0.136,0.145,0.241,0.163,5,-0.156900367752318,0.174147371533958,0.895415752753265,0.933309522854109,-0.0209003677523175,0.377,-0.0209003677523175
"Nup57p_101_150",0.162,0.115,0.45,0.065,5,0.343740182515854,0.177259395862606,0.253009782437798,0.375561395806106,0.181740182515854,0.288,0.181740182515854
"Nup60p_111_160",-1.36,0.475,0.761,0.17,5,0.554640544888178,0.141826477672808,2.12974619506704e-33,2.83256243943917e-31,1.91464054488818,2.121,1.91464054488818
"Nur1p_346_395",0.181,0.142,0.522,0.14,4,0.311281189261855,0.1546458526553,0.412550282964916,0.549791459261862,0.130281189261855,0.341,0.130281189261855
"Nvj1p_272_321",0.1,0.291,0.123,0.082,4,0.305795058864801,0.540142300793583,0.195539562486912,0.311831676388002,0.205795058864801,0.023,0.205795058864801
"Opi1p_231_280",-0.183,0.114,0.107,0.121,2,0.317280966233191,0.113734452133242,0.00165205010318784,0.00704239306807635,0.500280966233191,0.29,0.500280966233191
"Opy1p_31_80",-0.311,0.244,0.193,0.176,4,-0.660515584953899,0.575881737382341,0.0279272943844907,0.0689007546142877,-0.349515584953899,0.504,-0.349515584953899
"Pab1p_413_462",-0.767,0.164,-0.463,0.205,4,-0.406060680993375,0.221367760434077,0.0231980791702013,0.0593335486468611,0.360939319006625,0.304,0.360939319006625
"Pab1p_443_492",-0.495,0.139,-0.183,0.092,5,-0.336093135313378,0.302723416974805,0.317573159198255,0.444602422877557,0.158906864686622,0.312,0.158906864686622
"Pam1p_625_674",-0.031,0.132,0.138,0.146,4,0.121538688210763,0.258395944822423,0.337355130333591,0.468353155891102,0.152538688210763,0.169,0.152538688210763
